,id,title,view,like,comment,category_id,duration_ios,channel_name,description,tag,published_at
10,bpULjBZ-J-4,OUT OF SYLLABUS | Jaspreet Singh Standup Comedy,382799,29100,440,23,PT8M12S,Jaspreet Singh,"New Show ""GROWN UP"" touring INDIA, UK,EUROPE,AUSTRALIA,NZ , CANADA and USA
Dates and tickets below (Follow https://www.instagram.com/lifeofpaaji/ updates on more cities)

INDIA (2024-25 , follow https://www.instagram.com/lifeofpaaji/ for more cities)

21 Dec Pune   https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
22 Dec Delhi        https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
28 Dec Mumbai       https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
29 Dec Bengaluru    https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
4 Jan Ahmedabad https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
5 Jan Hyderabad     https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
10 Jan Amritsar     https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
11 Jan Jalandhar    https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
12 Jan Ludhiana     https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
17 Jan Bathinda     https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
18 Jan Patiala      https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363
19 Jan Chandigarh   https://in.bookmyshow.com/events/grown-up-standup-comedy-show-by-jaspreet-singh/ET00409363

UK (2025)
20 Feb Birmingham https://zeppelinentertainment.com/events/jaspreet-singh-live-in-birmingham/
21 Feb Leeds https://zeppelinentertainment.com/events/jaspreet-singh-live-in-leeds/
22 Feb London https://zeppelinentertainment.com/events/jaspreet-singh-live-in-london/
23 Feb Slough https://zeppelinentertainment.com/events/jaspreet-singh-live-in-slough/

EU (2025)
15 Feb Barcelona Tickets out soon, Follow insta for updates
16 Feb Madrid Tickets out soon, Follow insta for updates
27 Feb Zurich https://serioustimepassfilms.com/jaspreet-zurich
28 Feb Berlin https://serioustimepassfilms.com/jaspreet-berlin
01 Mar Frankfurt https://nrweventss.com/jaspreet-frankfurt/
02 Mar Amsterdam https://serioustimepassfilms.com/jaspreet-amsterdam

ANZ (2025 - follow https://www.instagram.com/lifeofpaaji/ for more cities)
14 Mar Canberra https://drytickets.com.au/tour/js25/
15 Mar Auckland https://drytickets.com.au/tour/js25/
16 Mar Wellington https://drytickets.com.au/tour/js25/
22 Mar Perth https://drytickets.com.au/tour/js25/
23 Mar Brisbane https://drytickets.com.au/tour/js25/
28 Mar Adelaide https://drytickets.com.au/tour/js25/
29 Mar Sydney https://drytickets.com.au/tour/js25/
30 Mar Melbourne https://drytickets.com.au/tour/js25/

CANADA (2025, follow https://www.instagram.com/lifeofpaaji/ for more cities)
25 May Vancouver  https://tickets.admitonelive.com/event/jaspreet-singh-vancouver-9650103/pre-sale
29 May Edmonton https://www.showclix.com/tickets/jaspreet-singh
01 June Calgary https://www.showclix.com/tickets/jaspreet-singh
05 June Ottawa https://allevents.in/ottawa/jaspreet-singh-grownup-tour-2025-ottawa/80001233938899
07 June Winnipeg https://allevents.in/winnipeg/jaspreet-singh-grown-up-tour-2025-winnipeg-7-30-pm-show/80002962020343
08 June Toronto https://tickets.admitonelive.com/event/jaspreet-singh-toronto-9650117/pre-sale

USA 2025
13 June DC https://www.theticketworld.com/js
14 June New Jersey  Out soon on https://www.theticketworld.com/js
15 June Dallas Out soon on https://www.theticketworld.com/js
20 June Austin https://www.theticketworld.com/js
21 June Boston https://www.theticketworld.com/js
22 June Chicago https://www.theticketworld.com/js
27 June LA https://www.theticketworld.com/js
28 June Bay Area Out soon on https://www.theticketworld.com/js
29 June Seattle https://www.theticketworld.com/js

Video Production & Post Production by Myoho Films
Directed & edited by Karan Asnani
Associate editor: Karan Kundnani
Sound mixed & mastered by Sreejith Menon","['standup comedy', 'jaspreet comedy', 'jaspreet standup comedy', 'sikh comedian', 'jokes', 'latent', 'new standup video', 'school', 'college', 'exams', 'cheating']",2024-09-21T04:55:44Z
11,olMA2OPBMLk,IPHONE 16 PRO MAX GAMING TEST : BGMI PERFORMANCE REVEALED,340305,37358,763,20,PT9M10S,Snax Gaming,"As you guys know the drill like, comment and subscribe.

Instagram - https://www.instagram.com/snaxgaming/

Discord - https://discord.gg/RXQEmY2UdB

Fb - https://www.facebook.com/SnaxGamingBGMI/

Twitter - https://twitter.com/snaxgamingg/statu...

Managed by  8bit Creatives - https://www.instagram.com/p/CQAxc5On2

Business email - snax@8bitcreatives.in

Streamer at - s8ul.esports

#snaxgaming","['snaxgaming', 'gamer', 'bgmi', 'iphone', 'iphone16', 'iphone16promax', 'bgmiindia', 's8ul', 'gaming', '8bit', 'rushgameplay']",2024-09-21T04:30:31Z
12,YIWWu9ah5g0,Oo Meghamala | Episode 1 | Telugu Webseries 2024 | Rowdy Baby | South Indian Logic,130886,8198,136,24,PT18M27S,Rowdy Baby,"For Collaborations, Brand Partnerships and movie promotions reach us at 
brandsforsouthindianlogic@gmail.com 

Follow Us:
Instagran: https://rb.gy/hpbyi
Facebook: https://rb.gy/4nzoc
X ( twitter ) : https://rb.gy/s8p9u

Cast : 
Abhinav Manikanta
Navya Naidu Chityala

Written & Directed By
Ajith Reddy R

Produced By 
Upendar Reddy Yekkati

DOP:
Chandu Krrish

Editing & DI:
Ayaan Khan
Vivek Nekkala

Music:
Akshay Malipeddi

Line Producer:
Mahendar Kami

Associate Writer:
Poloju Ramakrishna

Creative Head:
Pavan Yenagandula

Publicity Designer:
Shyam Veeravalli

Associate Director:
Jaswanth Varma

Assistant Dop:
Sri Hari

A South Indian Logic Original Show.

Dear Girls & Boys, Click the bell icon 🔔 near the Subscribe button on your Mobile app or on YouTube page to get instant notification for all the upcoming episodes of Rowdy Baby !!

#SouthIndianLogic #teluguwebseries #teluguwebseries2024 #webseries","['telugu webseries', 'telugu shortfilms', 'webseries telugu', 'telugu shortfilms 2024', 'new telugu webseries', 'latest telugu webseries', 'webseries new telugu', 'latest webseries new telugu', 'latest new telugu webseries', 'trending telugu webseries', 'webseries', 'web series', 'shortfilms', 'short fillms', 'telugu web series', 'web series telugu', 'series telugu', 'telugu webseries 2024', '2024 telugu webseries', 'webseries telugu 2024', 'new webseries 2024', 'shortfilms telugu 2024', 'trending webseries']",2024-09-20T13:32:45Z
13,AAfT5vNukzc,Laddu Gaani Pelli Lyric Video | Mad Square | Kalyan Shankar |Bheems Ceciroleo |Kasarla Shyam |Mangli,1357237,76108,791,10,PT4M10S,Aditya Music,"Get ready for an energetic, full-josh dance experience with the #LadduGaaniPelli full video song from #MadSquare movie! With electrifying music by Bheems Ceciroleo, energetic vocals by Mangli and Bheems Ceciroleo, this track will have you moving to the beats! 

Stay updated with the latest videos, Subscribe on the link - http://bit.ly/adityamusic
Click here to share on Facebook- https://bit.ly/3v3iHeg   

""Laddu Gaani Pelli"" Song Now streaming across all OTT platforms🎶
https://bfan.link/Laddu-Gaani-Pelli-Full-Song

Song Name- Laddu Gaani Pelli
Lyrics - Kasarla Shyam 
Singers - Bheems Ceciroleo, Mangli
Song Composed And Arranged by Bheems Ceciroleo 

Rhythms - Kalyan Chakravarthy
Additional Rhythms - Pawan Kumar 
Keyboards - Sai Kumar and Sharath Ramravi
Additional Keyboards- Stanley Sajeev
Live Rhythms- Chiranjeevi, Anil Robin 
Flute - Yugandar Gattu
Live Guitars- Joel Shastry 
Nadaswaram - Mallikarjun 
Chorus - Naresh Mamidla, Saicharan, Akhil Chandra, Brinda, Jaisree, Honey
Music Production Manager- Malya Kandukuri 
Vocals Recorded at Annapurna Studios 
Chief Session Recorded Engineer Mastan Vali 
Sound Engineer Shalem Kumar
Song Pre-Mixed by Mastan Vali
Song Mixed and Mastered by SV Ranjith

Starring: Narne Nithin, Sangeeth Shobhan, Ram Nithin

Movie Name : Mad Square 
Written And Directed By : Kalyan Shankar
Presenter: S. Naga Vamsi
Producers: Haarika Suryadevara & Sai Soujanya
Music : Bheems Ceciroleo
Editor : Navin Nooli
DOP : Shamdat (ISC)
Production Designer: Sri Nagendra Tangala
Additional Screenplay :  Pranay Rao Takkallapalli
Art Director : Penumarty Prasad M.F.A
Fight Master : Karunakar
Costume Designer : Chinmayee Kakileti & Harsha
Co-Director : Murali
Associate & second Unit Director : Karthik Chowdary Gottipati
Direction Team : Vineel Ravella,Shanmukh Puppala,S. Yuvan Phaneendra,Fayaz khan,Pragada Pavan Kumar
Audio On Aditya Music

#LadduGaaniPellisong #MadSquaremovie #MadSquaresong #Madmovie #BheemsCeciroleo #Mangli #KalyanShankar #TeluguSongs #LatestTeluguSongs #Telugusongs2024 #Newtelugusongs #Adityamusic 
------------------------------------------------------------------------------------------
Enjoy and stay connected with us!!
►Subscribe us on Youtube: http://bit.ly/adityamusic
►Like us on Facebook: http://www.facebook.com/adityamusic
►Follow us on Twitter: http://www.twitter.com/adityamusic
►Follow us on Instagram: https://www.instagram.com/adityamusicindia
►Follow us on LinkedIn: http://bit.ly/2Pp6ze3

SUBSCRIBE Aditya Music Channels for unlimited entertainment:
►For South Indian Dubbed Movies in HD: http://www.youtube.com/Adityamovies
►For Songs with Telugu Lyrics: https://bit.ly/3cpQuFH
►For Devotional Songs: http://www.youtube.com/AdityaDevotional

→""మా పాట మీ నోట"" Telugu Lyrical Songs https://www.youtube.com/@maapaatameenotaoffl
→Fresh Arrivals - https://bit.ly/4cPYetG
→Telugu Full Video Songs - https://bit.ly/4cQIRB6
→Party Mix Telugu Songs - https://bit.ly/3X9kx82

© 2024 Aditya Music India Pvt. Ltd.","['Laddu Gaani Pelli', 'Laddu Gaani Pelli Song', 'Laddu Gaani Pelli Telugu Song', 'Mad Songs', 'Mad Square', 'Mad Square Movie', 'Mad Square songs', 'Narne Nithin', 'Narne Nithin Songs', 'Sangeeth Shobhan Songs', 'Ram Nithin', 'Bheems Ceciroleo', 'Bheems Ceciroleo Songs', 'Mangli songs', 'Mangli', 'Telugu Songs', 'Latest Telugu Songs', 'Telugu Latest Songs', 'telugu hit songs', 'telugu trending songs', 'telugu song', 'telugu new songs', 'new telugu songs', 'Laddu Gaani Pelli Lyric', 'kallajodu song', 'Mad Square Movie Song']",2024-09-20T05:37:02Z
14,1GqzyjUbT4c,Squid Game: Season 2 | Special Teaser | Netflix,1378410,56569,2717,24,PT1M,Netflix,"The game never stops. Are you ready to play? Squid Game Season 2 arrives December 26, only on Netflix.

More Info on Squid Game Season 2:
Three years after winning Squid Game, Player 456 gave up going to the states and comes back with a new resolution in his mind. Gi-hun once again dives into the mysterious survival game, starting another life-or-death game with new participants gathered to win the prize of 45.6 billion won. Director Hwang Dong-hyuk, who made history at the 74th Primetime Emmys® becoming the first Asian to win Outstanding Directing for a Drama Series, once again helms the series as director, writer, and producer. Lee Jung-jae, Lee Byung-hun, Wi Ha-jun, and Gong Yoo reprise their roles from Season 1 with an impeccable list of new cast members including Yim Si-wan, Kang Ha-neul, Park Gyu-young, Lee Jin-uk, Park Sung-hoon, Yang Dong-geun, Kang Ae-sim, Lee David, Choi Seung-hyun, Roh Jae-won, Jo Yu-ri, and Won Ji-an rounding out the ensemble of colorful characters in the new season.

Watch on Netflix: https://www.netflix.com/title/81203480

About Netflix:
Netflix is one of the world's leading entertainment services, with 278 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time.

Squid Game: Season 2 | Special Teaser | Netflix
https://www.youtube.com/@Netflix

Heralding the return of the worldwide hit, a new chapter unfolds as Gi-hun comes back with an agenda, having given up on leaving for the US.","['2024', '456', 'Coming Soon', 'Dec 26', 'Doll', 'Fandom', 'Front Man', 'Geeked Week', 'Gi-hun', 'Global Phenomenon', 'Kcontent', 'Lee Byung-hun', 'Lee Jung-jae', 'Netflix', 'News', 'Pink Guards', 'Season 2', 'Series', 'Sneak Peak', 'Special Teaser', 'Squid Game', 'Squid Game 2', 'Teaser', 'Wi Ha-jun', 'Young-hee']",2024-09-20T01:58:04Z
15,Uy9kyI9iciQ,Theneer-Udan Uraiyaadal | Meiyazhagan | Karthi | Arvind Swami | Govind Vasantha | C.Premkumar,324859,6085,386,10,PT42M20S,2D Entertainment,"#மெய்யழகன் #Meiyazhagan #Karthi #ArvindSwami #Rajkiran #SriDivya #GovindVasantha #Premkumar #Suriya #Jyotika #2DEntertainment 

Movie Credits:

Starring : Karthi, Arvind Swami, Rajkiran, Sri Divya & Others
Written and Directed by C.Premkumar
Produced by Jyotika - Suriya
Music : Govind Vasantha
Co - Produced by Rajsekar Karpoorasundarapandiyan
DOP : Mehendran Raju 
Music : Govind vasantha 
Edit : R.Govindaraj
Art : Ayyapan 
Production Designer : Rajeevan 
Costumes : Subha Shree

Interview Credits:

Agency: BeatRoute
Show Producer: Priyanka Ravindran
Director: Sai Gokul Ramnath
DOP: Naveen Sekar
Editor: Ranjit Kumar Rajendran
Art: Karthikeyan
Executive Producers: Spoorthy Kethineni, Cibi Agnel

Audio Label : Think Music

Follow Us on 

https://www.2dentertainment.in

YouTube: https://www.youtube.com/2DMusic?sub_confirmation=1

Facebook:
https://www.facebook.com/Official.2D/

Twitter: 
@2D_ENTPVTLTD | @suriya_offl","['2d music', '2d entertainment']",2024-09-20T11:30:20Z
16,vyhc7rInQ8Q,EXCLUSIVE: Pragathi Rishab Shetty Interview With Anushree | Sandalwood | Anushree Anchor,381307,12750,348,24,PT33M8S,Anushree Anchor,"Exclusive Full Video of our Sandalwood's pride, Divine star Rishab Shetty's lovely wife Pragathi Shetty. Let's have a Chit - Chat with this Beautiful and the person who's behind our Rishab Shetty's successful ventures. 

#AnushreeAnchor #PragathiShetty #RishabShetty #kantara #anushree 

____________________________________________________

Follow me on - 
Facebook: https://www.facebook.com/AnchorAnushree/
Instagram: https://www.instagram.com/anchor_anushreeofficial
Twitter: https://twitter.com/anushreevj

____________________________________________________
Marketing by Creative Guyz
[https://www.facebook.com/CreativeGuyz]
[https://www.instagram.com/Creative_Guyz]

____________________________________________________
Digital Partner: Divo

In Association with Divo
https://www.facebook.com/DivoKannada/
http://www.facebook.com/divomovies
https://twitter.com/divomovies","['Anchor anushree', 'anushree anchor', 'anushree anchor channel', 'anushree anchor interview', 'anushree anchor youtube', 'kannada movie', 'new kannada movie', 'anushree interview', 'movie interview', 'anushree', 'anushree latest interview', 'Kannada movie', 'love', 'love story', 'married couple', 'Pragathi Shetty', 'Rishab Shetty', 'kantara', 'kantara chapter 1', 'rishab shetty wife', 'costume designer', 'rishab shetty kantara', 'celebrity wife', 'kannada actress', 'rishab shetty love story', 'rishab shetty marriage']",2024-09-19T12:39:00Z
17,1MJMdpfXf1U,Khairatabad Ganesh After Nimajjanam Lifting With Crane | Welding Work Processing | Khairathabad,547687,6405,102,24,PT15M23S,Hyderabad Activities,Khairatabad Ganesh After Nimajjanam Lifting With Crane | Welding Work Processing | Khairathabad,NA,2024-09-20T08:41:01Z
18,qYztDs8vPBg,iPhone 16 Pro MAX Durability Test - Apple tried hard this year...,1082434,54743,3316,26,PT8M7S,JerryRigEverything,"Today we durability test the new iPhone 16 Pro Max. Get protection for your iPhone HERE: http://dbrand.com/prism/iphone-16 The new iPhones are always an anticipated smartphone release. This year though - it appears that Apple has hyped up some rather minimal changes, and not even released the bulk of those at launch *cough* Apple Intelligence *cough* Hopefully this helps satisfy any fears of the new iPhone 16 pro max not being durable. Its a solid device. However - I still recommend getting a case. How durable is the iPhone 16 Pro? The answer is here. 

Watch me extract the titanium from the iPhone 15 Pro max here: https://youtu.be/PNLEXAwpCsE?si=cdFUJUbht4hDcHv1","['iPhone 16 pro', 'iPhone 16 pro max', 'iPhone 16 pro durability test', 'iPhone 16 pro scratch test', 'iPhone 16 pro drop test', 'apple iphone', 'smartphone', 'technology']",2024-09-21T02:16:00Z
19,4ivaI28rLqo,Apple iPhone 16 Pro Max Unboxing *New Camera Button*,2083330,70972,3265,28,PT15M14S,Tech Burner,"chota experimental upgrade hai doston

🔥 Subscribe for Tabahi Videos

INSTAGRAM ► http://instagram.com/techburner
TWITTER ► https://twitter.com/tech_burner
FACEBOOK ► https://www.facebook.com/techburner1","['iphone 16', 'iphone 16 pro', 'iphone 16 pro max', 'iphone 16 plus', 'iphone 16 review', 'apple iphone 16', 'iphone 16 series', 'iphone 16 camera', 'iphone 16 launch', 'iphone 16 unboxing', 'iphone 16 price', 'iphone 16 colors', 'iphone 16 leaks', 'iphone 16 price in india', 'iphone 16 design', 'iphone 16 event', 'iphone 16 rumors', 'iphone', 'iphone 16 pro max 2024', 'iphone 16 launch date', 'iphone 16 news', 'iphone 16 pro leaks', 'apple iphone 16 event', 'iphone 16 release date', 'iphone 16 launch event', 'techburner']",2024-09-19T03:30:47Z
20,LiQKZHAILa0,Pudhu Marumagal in Purattasi | Ft.Archana | Araathi |Tamada Media,222670,4591,146,24,PT10M55S,Araathi,"Download FRND app: https://frndapp.onelink.me/Td7S/gqorfssq

#purattasi #maasam #marumagal 

Cast :
Archana - https://www.instagram.com/archana_kumaar/
Madhan
Monisha 
Kaviya 
Manjula 

Script:
Ranjith kumar

Direction:
Saravanan B - https://www.instagram.com/saravanan_21saro/

DOP :
Saba - https://www.instagram.com/sabari_chinnappa/
kannan - https://www.instagram.com/provoke_kannan/

Edit & DI:
Stalin - https://www.instagram.com/stalin_edit/

Assistant Director :
Vijay Bharathi

Publicity Design :
Vimal Selvaraj - https://www.instagram.com/vimal.s.k

Dubbing Studio :
Sound Of Shogun

Associate :
Monishan - https://www.instagram.com/monishan_r/

Executive Producer :
Mageshwaran K - https://www.instagram.com/mageshwaran_k/","['pudhumarumagal', 'in', 'purattasi', 'purattasi atrocities', 'non veg foodie', 'foodie', 'purattasi maasam', 'purattasi troll', 'types of foodie', 'food lover', 'theeni moota', 'foodie crush', 'food', 'vlogs', 'mamiyar', 'vs', 'marumagal', 'new restaurants', 'how to cook', 'briyani', 'vada chennai food', 'foodie sothanaigal', 'life of foodie', 'trending tamil videos', 'comedy series in tamil', 'nonveg lovers', 'araathi videos', 'poornimaravi funny videos', 'cheapest food', 'morattu foodie', 'food vlogs', 'pani poori foodie', 'foodie girl', 'foods']",2024-09-20T11:30:28Z
21,GgSlQbWVTV8,Highlights Match 1 | Konark Suryas Odisha vs Manipal Tigers | legends league cricket 2024 | LLCS3 |,251601,6864,300,17,PT20M28S,Legends League Cricket,"Catch all the thrilling moments from Match 1 of Legends League Cricket Season 3 where the Konark Suryas Odisha faced off against the Manipal Tigers! 🏏

From explosive batting to game-changing wickets, this match had it all. Relive all the best moments from the #BossLogonKaGame 💥

Watch the full match highlights and witness how the Legends Ka Jalwa unfolded in Jodhpur.

Tune in for more exciting matches on @StarSportsIndia  and @FanCode  📺

Become a member of our YouTube channel @ ₹29 only and catch all the drama live.

#LegendsLeagueCricket #LLCSeason3 #LLCT20 #KSOvMT #CricketHighlights #Jodhpur #StarSportsLive #FanCodeLive #BossLogonKaGame #Cricket #t20 

Know more : https://www.llct20.com/
Facebook : https://www.facebook.com/llct20
Instagram : https://www.instagram.com/llct20/
Twitter : https://twitter.com/llct20","['Legends League Cricket', 'LLC Season 3', 'LLCT20', 'Boss Logon Ka Game', 'KSOvMT', 'Konark Suryas', 'Manipal Tigers', 'Cricket Highlights', 'Jodhpur', 'StarSports Live', 'LLC T20', 'Cricket Auction', 'harbhajan singh bowling', 'harbhajan singh batting', 'llc 2023', 'legends cricket league 2023', 'LLC 2023', 'Legends Cricket 2023', 'LLC Live Match', 'Yusuf Pathan', 'Yusuf Pathan Sixes', 'FanCode Live', 'Cricket Tickets', 'Cricket Legends', 'Big Shots Cricket', 'Legends Cricket League', 't20']",2024-09-20T18:51:18Z
22,A3VtbmkiEXA,Savi ko hui ग़लत फहमी! | Ep.1343 | Highlights | Ghum Hai Kisikey Pyaar Meiin | Mon-Sun | 8PM,937917,9206,141,24,PT3M50S,Ghum Hai Kisikey Pyaar Meiin ,"Click here to Subscribe Ghum Hai Kisikey Pyaar Meiin : https://www.youtube.com/channel/UCh9Ao0KLPNXGsHqvIU1pdVw

Click here to Subscribe Star Plus : https://www.youtube.com/channel/UC-LPIU24bQXVljUXivKEeRQ


*About* 
------------

       Police officer Virat Chavan ne diya vaada apne marte hue junior ko ke rakhenge woh khayal unki beti, Sai ka. Virat aur Sai bandh gaye anchaahe shaadi ke bandhan mai. Virat ka dil tha Patralekha ke paas jiski shaadi hojati hai kisi aur se. Virat ne vaada kiya Pakhi se ke woh uski jagah kabhi kisi aur ko nahi dega. 
                Virat ne bhale nahi diya Sai ko ek pati ka pyaar par unke rishtey mai izzat hamesha thi. Waqt ke saath saath, Virat ne dekha Sai ka accha roop aur hogaya ussey Sai se pyaar. Yeh kahani hai Virat, Sai aur Patralekha ke pyaar ki.



#starplus #starplusoriginal #starplusofficial #ghkpm #virat #sai #ayeshasingh #neilbhatt #aishwariya #savi #ishaan #reva #bhavikasharma #shaktiarora #sumitsingh #raosaheb #vaishalithakkar  #highlights #ghumhaikisikeypyaarmeiin #love-hatechemistry #lovestory #ghkpmofficial #love #lovetraingle #student #trending #trends #viral #trp #bestshow #saas #bahu #gossips #comingup #comingsoon #bestof #latest #viral #entertainment #serialupdate #entertainmentnews #dailyupdates #starplusoriginal #fun #trendingnow #starplusshow #tbt #comedy #humor #lol #funnyvideos #bestmoments #everyday #mondaytosunday#youtubedaily  #montosun #recap #precap #1343  #highlights #latest #favouriteshow  #indianserial #serial #tventertainment #tvserial #dailyepisodes #miniseries #family #favourite #how #what #where #why #bestseason #entertainmentfullday #dailysoap #explore #bestscenes #everydayentertainment  





Connect with Our More Channels :


Anupama Official - https://www.youtube.com/channel/UCBmRoIwanX7NxzB6-Q_ahdA 

Yeh Rishta Kya Kehlata Hai Official - https://www.youtube.com/channel/UCfqoYnGRFtrIOo5hVb0M_nw

Ghum Hai Kisikey Pyaar Meiin Official - https://www.youtube.com/channel/UCh9Ao0KLPNXGsHqvIU1pdVw

StarPlus Classics Official - https://www.youtube.com/channel/UC-0Rh4XQdw2jV8N7rqDJj0Q

StarPlus Thriller - https://www.youtube.com/channel/UC3E2Z2S-4eBGQE1UMDswplg


Savi ko hui ग़लत फहमी! | Ep.1343 | Highlights | Ghum Hai Kisikey Pyaar Meiin | Mon-Sun | 8PM","['Sharktank Colors Disney+Hotstar Netflix Sony Sab', 'Sony Tv', 'Taarak Mehta ka ulta chashma', 'Zee Tv', 'star plus', 'cricket', 'gaming', 'live streaming', 'vlogs', 'arijit singh', 'Old songs', 'Youtube shorts', 'ASMR', 'Viral', 'Mr. Beast', 'Breaking News', 'KBC', 'Kaun Banega Crorepati', 'Bollywood Songs', 'Chal Kudiye | Jigra | Diljit Dosanjh', 'Wedding songs', 'monaco vs barcelona', 'Sector 36 | Official Trailer', 'ghkpm', 'ghum hai kisikey pyaar meiin', 'ishvi', 'exclusive', 'ghkpmlive', 'ghkpm todays episode ghkpm episode', 'ghum', 'drama']",2024-09-20T12:30:10Z
23,XHqOfJ8jTzU,"iPhone 16, iPhone 16 Pro Max Unboxing & First Impressions ⚡A18 Pro, Camera Control & More",1602235,60784,2985,28,PT19M13S,Trakin Tech,"Doston Saal Ka Wo Din Aa Gaya Hain Jab Hum Unbox Karte Hain All New iPhones Ko, Aaj ke Video Me Hum Unbox Kar Rahe Hain iPhone 16 Series Ko.To Aap Ye Video Ant Tak Dekhiye Aur Video Ko Like Aur Share Karna Na Bhoole.

#iPhone16Series #iPhone16Unboxing #iPhone16ProUnboxing #TrakinTech 

iPhone 16 Series Camera Samples : https://bit.ly/47utYUg

Check Out iPhone 16 Series : https://apple.co/3ZtqbEP
Check Out iPhone 16 Pro Series : https://apple.co/3BkOv1i

**The Device shown in the video has been provided by respective brand. However, opinion mentioned in this video is completely personal and based on my usage only.**
***************************************************************

""Safar - The 10 Million Rap""
Streaming On All Platforms Listen or Set Your Callertune Enjoy & Stay Connected With Us !

♫ 𝐉𝐢𝐨 𝐒𝐚𝐚𝐯𝐧 - https://bit.ly/3iWUfm4
♫ 𝐆𝐚𝐚𝐧𝐚 - https://bit.ly/2YHUdaY
♫ 𝐀𝐩𝐩𝐥𝐞 𝐌𝐮𝐬𝐢𝐜 - https://apple.co/3mQfwPy
♫ 𝐒𝐩𝐨𝐭𝐢𝐟𝐲 - https://spoti.fi/3oY1bmA
♫ 𝐘𝐨𝐮𝐭𝐮𝐛𝐞 𝐌𝐮𝐬𝐢𝐜 - https://bit.ly/3Ax2yuF
♫ 𝐀𝐦𝐚𝐳𝐨𝐧 𝐌𝐮𝐬𝐢𝐜 - https://amzn.to/3veYSgk

Our New YouTube Channel : http://bit.ly/TrakinKeFunde
Official TrakinTech Telegram Channel - https://t.me/officialtrakintech
For enquires or product promotions get in touch with us on Youtube@trak.in

आपको अगर कोई सवाल है तोह जरूर कमैंट्स में हमें बताईये - अगर वीडियो अच्छा लगा तोह लिखे और सब्सक्राइब जरूर कीजियेगा 
****************************************************************

Video Highlights
***************************************************************
00:00 Introduction
00:36 iPhone 16 Series Unboxing
03:03 iPhone 16 Series Design
05:40 iPhone 16 Series Build Quality
06:26 iPhone 16 Series Display
08:20 iPhone 16 Series Specifications
08:33 iPhone 16 Series Performance
11:20 iPhone 16 Series Camera

Social Media Handles
*****************************************************************
Follow us on:
Web: http://trak.in
Telegram : https://t.me/officialtrakintech
Instagram: http://instagram.com/trakintech
Twitter: http://www.twitter.com/trakintech
Twitter personal: http://www.twitter.com/8ap
Facebook: http://www.facebook.com/TrakinTech
English Trakin Tech Youtube Channel - http://www.youtube.com/TrakinTechEnglish
******************************************************************","['iphone 16', 'iphone 16 pro', 'iphone 16 unboxing', 'iphone 16 pro max', 'iphone 16 pro max unboxing', 'iphone 16 pro unboxing', 'iphone 16 plus unboxing', 'apple iphone 16', 'iphone 16 plus', 'iphone 16 review', 'iphone 16 pro hands on', 'unboxing iphone 16', 'apple iphone 16 pro', 'iphone 16 pro review', 'iphone 16 pro max unboxing video', 'iphone 16 pro max hands on', 'iphone 16 colors', 'iphone 16 hands on', 'iphone 16 pro titanium', 'iphone 16 unboxing video', 'iphone 16 trakintech', 'iphone 16 vs iphone 15']",2024-09-18T12:00:11Z
